INFO: 07/24/2015 04:01:20 PM AcronymDB loaded
INFO: 07/24/2015 04:01:26 PM ArticleDB loaded
INFO: 07/24/2015 04:01:36 PM Training new LDA model
INFO: 07/24/2015 04:01:41 PM Getting word_corpus from articles
INFO: 07/24/2015 04:08:32 PM AcronymDB loaded
INFO: 07/24/2015 04:08:35 PM ArticleDB loaded
INFO: 07/24/2015 04:08:38 PM Training new LDA model
INFO: 07/24/2015 04:08:43 PM Getting word_corpus from articles
INFO: 07/25/2015 02:42:16 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*1474784 + 0.005*803706 + 0.005*956746 + 0.005*984065 + 0.004*473240 + 0.004*1406380 + 0.004*1271133 + 0.004*622667
INFO: 07/25/2015 02:42:16 PM topic #5 (0.077): 0.019*860054 + 0.014*1719292 + 0.011*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.006*1669167 + 0.006*1464135 + 0.006*1440966
INFO: 07/25/2015 02:42:17 PM topic #6 (0.077): 0.020*860054 + 0.012*1677100 + 0.008*1826130 + 0.006*466423 + 0.006*415312 + 0.006*1324313 + 0.006*1451903 + 0.006*200810 + 0.006*473240 + 0.006*1589971
INFO: 07/25/2015 02:42:17 PM topic #7 (0.077): 0.019*1318581 + 0.008*860054 + 0.008*1945618 + 0.007*1900063 + 0.007*1943655 + 0.006*289435 + 0.006*1527260 + 0.006*1989087 + 0.006*782325 + 0.005*1987332
INFO: 07/25/2015 02:42:18 PM topic #8 (0.077): 0.018*1759863 + 0.014*1439101 + 0.013*333874 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*1486115 + 0.008*782325 + 0.008*1963894 + 0.008*1088158
INFO: 07/25/2015 02:42:18 PM topic #9 (0.077): 0.013*860054 + 0.013*1509063 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.006*1823059 + 0.006*1318581
INFO: 07/25/2015 02:42:19 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*1474194 + 0.004*406416 + 0.004*1858629
INFO: 07/25/2015 02:42:19 PM topic #11 (0.077): 0.024*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1665890 + 0.012*1932717 + 0.012*860054 + 0.009*1845872 + 0.009*1858629 + 0.009*1719292 + 0.009*244428
INFO: 07/25/2015 02:42:19 PM topic diff=0.157981, rho=0.147442
INFO: 07/25/2015 02:42:20 PM PROGRESS: pass 0, at document #94000/411828
DEBUG: 07/25/2015 02:42:20 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:42:41 PM 1248/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:42:41 PM updating topics
INFO: 07/25/2015 02:42:43 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:42:54 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1776127 + 0.006*1244439 + 0.006*1689223
INFO: 07/25/2015 02:42:54 PM topic #1 (0.077): 0.021*860054 + 0.006*1726301 + 0.006*138299 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1088158 + 0.004*1943663 + 0.004*1838526
INFO: 07/25/2015 02:42:54 PM topic #2 (0.077): 0.006*1412507 + 0.006*1473068 + 0.005*860054 + 0.005*544265 + 0.004*1329843 + 0.004*1119121 + 0.004*10591 + 0.004*1772969 + 0.004*863481 + 0.003*770202
INFO: 07/25/2015 02:42:55 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.008*197244 + 0.007*88982 + 0.006*1406380 + 0.006*1026331 + 0.006*330739 + 0.006*1975005
INFO: 07/25/2015 02:42:55 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*1474784 + 0.005*803706 + 0.005*956746 + 0.005*984065 + 0.004*473240 + 0.004*1406380 + 0.004*1271133 + 0.004*756771
INFO: 07/25/2015 02:42:56 PM topic #5 (0.077): 0.019*860054 + 0.014*1719292 + 0.011*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.006*1669167 + 0.006*1464135 + 0.006*1432658
INFO: 07/25/2015 02:42:56 PM topic #6 (0.077): 0.020*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*415312 + 0.006*1451903 + 0.006*1324313 + 0.006*473240 + 0.006*200810 + 0.006*1589971
INFO: 07/25/2015 02:42:57 PM topic #7 (0.077): 0.019*1318581 + 0.008*860054 + 0.007*1945618 + 0.007*1900063 + 0.007*1943655 + 0.006*289435 + 0.006*1527260 + 0.006*1989087 + 0.005*782325 + 0.005*1987332
INFO: 07/25/2015 02:42:57 PM topic #8 (0.077): 0.017*1759863 + 0.014*1439101 + 0.013*333874 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*782325 + 0.008*1486115 + 0.008*1088158 + 0.008*1963894
INFO: 07/25/2015 02:42:58 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*1544794 + 0.009*289435 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.006*1823059 + 0.006*1318581
INFO: 07/25/2015 02:42:58 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*406416 + 0.004*1858629 + 0.004*1474194
INFO: 07/25/2015 02:42:58 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1665890 + 0.012*1932717 + 0.012*860054 + 0.009*1845872 + 0.009*1858629 + 0.009*244428 + 0.009*1719292
INFO: 07/25/2015 02:42:59 PM topic diff=0.157535, rho=0.145865
INFO: 07/25/2015 02:42:59 PM PROGRESS: pass 0, at document #96000/411828
DEBUG: 07/25/2015 02:42:59 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:43:21 PM 1285/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:43:21 PM updating topics
INFO: 07/25/2015 02:43:23 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:43:34 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*1776127 + 0.006*1552824
INFO: 07/25/2015 02:43:34 PM topic #1 (0.077): 0.021*860054 + 0.007*1726301 + 0.007*138299 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1838526 + 0.004*1701890 + 0.004*1088158
INFO: 07/25/2015 02:43:34 PM topic #2 (0.077): 0.006*1412507 + 0.005*1473068 + 0.005*860054 + 0.005*544265 + 0.004*1329843 + 0.004*1119121 + 0.004*10591 + 0.004*1772969 + 0.003*863481 + 0.003*1936390
INFO: 07/25/2015 02:43:35 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.008*197244 + 0.007*88982 + 0.006*1406380 + 0.006*1026331 + 0.006*330739 + 0.006*1975005
INFO: 07/25/2015 02:43:35 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*803706 + 0.005*1474784 + 0.005*956746 + 0.005*984065 + 0.004*1774860 + 0.004*473240 + 0.004*1406380 + 0.004*1271133
INFO: 07/25/2015 02:43:36 PM topic #5 (0.077): 0.019*860054 + 0.014*1719292 + 0.011*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.007*1669167 + 0.006*1464135 + 0.006*1440966
INFO: 07/25/2015 02:43:36 PM topic #6 (0.077): 0.020*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*415312 + 0.006*200810 + 0.006*1324313 + 0.006*1451903 + 0.006*473240 + 0.006*1589971
INFO: 07/25/2015 02:43:37 PM topic #7 (0.077): 0.019*1318581 + 0.008*860054 + 0.007*1945618 + 0.007*1900063 + 0.007*1943655 + 0.006*289435 + 0.006*1527260 + 0.005*1989087 + 0.005*782325 + 0.005*1987332
INFO: 07/25/2015 02:43:37 PM topic #8 (0.077): 0.017*1759863 + 0.014*1439101 + 0.014*333874 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*1486115 + 0.008*782325 + 0.008*1963894 + 0.008*1088158
INFO: 07/25/2015 02:43:38 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*1544794 + 0.009*289435 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.006*1823059 + 0.006*1318581
INFO: 07/25/2015 02:43:38 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*406416 + 0.004*1858629 + 0.004*1474194
INFO: 07/25/2015 02:43:38 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1665890 + 0.012*1932717 + 0.012*860054 + 0.009*1845872 + 0.009*1858629 + 0.009*244428 + 0.008*1088158
INFO: 07/25/2015 02:43:39 PM topic diff=0.160928, rho=0.144338
INFO: 07/25/2015 02:43:39 PM PROGRESS: pass 0, at document #98000/411828
DEBUG: 07/25/2015 02:43:39 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:44:00 PM 1312/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:44:00 PM updating topics
INFO: 07/25/2015 02:44:03 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:44:13 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*1776127 + 0.006*829470
INFO: 07/25/2015 02:44:13 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1088158 + 0.004*1701890 + 0.004*1838526
INFO: 07/25/2015 02:44:14 PM topic #2 (0.077): 0.006*1412507 + 0.006*544265 + 0.005*1473068 + 0.005*860054 + 0.004*10591 + 0.004*1329843 + 0.004*1119121 + 0.004*1772969 + 0.004*863481 + 0.003*770202
INFO: 07/25/2015 02:44:14 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.012*1719292 + 0.010*1943655 + 0.008*197244 + 0.007*88982 + 0.006*1406380 + 0.006*1026331 + 0.006*330739 + 0.006*1975005
INFO: 07/25/2015 02:44:15 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*956746 + 0.005*1474784 + 0.005*803706 + 0.005*984065 + 0.004*1774860 + 0.004*473240 + 0.004*1271133 + 0.004*1406380
INFO: 07/25/2015 02:44:15 PM topic #5 (0.077): 0.019*860054 + 0.014*1719292 + 0.011*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.007*1669167 + 0.006*1464135 + 0.006*1440966
INFO: 07/25/2015 02:44:16 PM topic #6 (0.077): 0.019*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*415312 + 0.006*200810 + 0.006*1324313 + 0.006*1451903 + 0.006*473240 + 0.006*1589971
INFO: 07/25/2015 02:44:16 PM topic #7 (0.077): 0.020*1318581 + 0.008*860054 + 0.007*1945618 + 0.007*1900063 + 0.007*1943655 + 0.006*289435 + 0.006*782325 + 0.006*1989087 + 0.006*1527260 + 0.005*1987332
INFO: 07/25/2015 02:44:16 PM topic #8 (0.077): 0.017*1759863 + 0.015*333874 + 0.014*1439101 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*1486115 + 0.008*782325 + 0.008*1088158 + 0.008*1963894
INFO: 07/25/2015 02:44:17 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.006*1823059 + 0.006*1318581
INFO: 07/25/2015 02:44:17 PM topic #10 (0.077): 0.016*1318581 + 0.015*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 02:44:18 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1665890 + 0.012*1932717 + 0.012*860054 + 0.009*1858629 + 0.009*1845872 + 0.009*244428 + 0.008*1719292
INFO: 07/25/2015 02:44:18 PM topic diff=0.157557, rho=0.142857
DEBUG: 07/25/2015 02:44:25 PM bound: at document #0
INFO: 07/25/2015 02:45:28 PM -8.812 per-word bound, 449.6 perplexity estimate based on a held-out corpus of 2000 documents with 1403142 words
INFO: 07/25/2015 02:45:28 PM PROGRESS: pass 0, at document #100000/411828
DEBUG: 07/25/2015 02:45:28 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:45:50 PM 1225/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:45:50 PM updating topics
INFO: 07/25/2015 02:45:52 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:46:02 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*829470 + 0.006*1776127
INFO: 07/25/2015 02:46:03 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1088158 + 0.004*1943663 + 0.004*1701890
INFO: 07/25/2015 02:46:03 PM topic #2 (0.077): 0.006*1412507 + 0.005*544265 + 0.005*860054 + 0.005*1473068 + 0.004*10591 + 0.004*1119121 + 0.004*1329843 + 0.004*770202 + 0.004*1772969 + 0.004*863481
INFO: 07/25/2015 02:46:04 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.007*197244 + 0.007*88982 + 0.006*1406380 + 0.006*330739 + 0.006*1026331 + 0.006*1975005
INFO: 07/25/2015 02:46:04 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*956746 + 0.005*1474784 + 0.005*803706 + 0.005*984065 + 0.004*473240 + 0.004*1774860 + 0.004*756771 + 0.004*1271133
INFO: 07/25/2015 02:46:05 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.012*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.006*1669167 + 0.006*1440966 + 0.006*1432658
INFO: 07/25/2015 02:46:05 PM topic #6 (0.077): 0.019*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*1324313 + 0.006*200810 + 0.006*1451903 + 0.006*415312 + 0.006*473240 + 0.006*1589971
INFO: 07/25/2015 02:46:05 PM topic #7 (0.077): 0.020*1318581 + 0.008*860054 + 0.008*1900063 + 0.007*1945618 + 0.007*1943655 + 0.006*289435 + 0.006*1527260 + 0.006*1989087 + 0.005*782325 + 0.005*1987332
INFO: 07/25/2015 02:46:06 PM topic #8 (0.077): 0.018*1759863 + 0.015*333874 + 0.014*1439101 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*1486115 + 0.008*782325 + 0.008*1963894 + 0.008*1088158
INFO: 07/25/2015 02:46:06 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.006*1823059 + 0.006*1318581
INFO: 07/25/2015 02:46:07 PM topic #10 (0.077): 0.016*1318581 + 0.014*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*1858629 + 0.004*1474194 + 0.004*406416
INFO: 07/25/2015 02:46:07 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1932717 + 0.012*1665890 + 0.012*860054 + 0.009*1858629 + 0.009*1845872 + 0.009*244428 + 0.008*1719292
INFO: 07/25/2015 02:46:07 PM topic diff=0.159594, rho=0.141421
INFO: 07/25/2015 02:46:08 PM PROGRESS: pass 0, at document #102000/411828
DEBUG: 07/25/2015 02:46:08 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:46:29 PM 1322/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:46:29 PM updating topics
INFO: 07/25/2015 02:46:31 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:46:41 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*829470 + 0.006*1776127
INFO: 07/25/2015 02:46:42 PM topic #1 (0.077): 0.021*860054 + 0.007*138299 + 0.007*1726301 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1943663 + 0.004*1838526 + 0.004*1088158
INFO: 07/25/2015 02:46:42 PM topic #2 (0.077): 0.006*1412507 + 0.005*860054 + 0.005*544265 + 0.005*1473068 + 0.004*10591 + 0.004*1329843 + 0.004*1119121 + 0.004*1772969 + 0.004*770202 + 0.004*863481
INFO: 07/25/2015 02:46:43 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.008*197244 + 0.007*88982 + 0.006*1406380 + 0.006*330739 + 0.006*1026331 + 0.006*1975005
INFO: 07/25/2015 02:46:43 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*956746 + 0.005*1474784 + 0.005*803706 + 0.005*984065 + 0.004*473240 + 0.004*756771 + 0.004*1774860 + 0.004*1271133
INFO: 07/25/2015 02:46:44 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.006*1669167 + 0.006*1464135 + 0.006*1440966
INFO: 07/25/2015 02:46:44 PM topic #6 (0.077): 0.019*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*1324313 + 0.006*200810 + 0.006*1451903 + 0.006*1589971 + 0.006*415312 + 0.006*473240
INFO: 07/25/2015 02:46:45 PM topic #7 (0.077): 0.020*1318581 + 0.008*860054 + 0.008*1900063 + 0.007*1945618 + 0.007*1943655 + 0.006*289435 + 0.006*1527260 + 0.006*1989087 + 0.005*782325 + 0.005*1987332
INFO: 07/25/2015 02:46:45 PM topic #8 (0.077): 0.018*1759863 + 0.014*333874 + 0.014*1439101 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.008*1486115 + 0.008*782325 + 0.008*1088158 + 0.008*1963894
INFO: 07/25/2015 02:46:45 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.007*1823059 + 0.006*1318581
INFO: 07/25/2015 02:46:46 PM topic #10 (0.077): 0.016*1318581 + 0.014*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.005*1641467 + 0.004*1474194 + 0.004*1544792 + 0.004*1858629 + 0.004*406416
INFO: 07/25/2015 02:46:46 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1665890 + 0.012*860054 + 0.012*1932717 + 0.009*1858629 + 0.009*1845872 + 0.009*244428 + 0.008*1610239
INFO: 07/25/2015 02:46:47 PM topic diff=0.146133, rho=0.140028
INFO: 07/25/2015 02:46:47 PM PROGRESS: pass 0, at document #104000/411828
DEBUG: 07/25/2015 02:46:47 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:47:09 PM 1257/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:47:09 PM updating topics
INFO: 07/25/2015 02:47:11 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:47:22 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.006*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*1776127 + 0.006*829470
INFO: 07/25/2015 02:47:22 PM topic #1 (0.077): 0.021*860054 + 0.007*1726301 + 0.007*138299 + 0.006*1677495 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1943663 + 0.004*1838526 + 0.004*1701890
INFO: 07/25/2015 02:47:23 PM topic #2 (0.077): 0.006*1412507 + 0.006*544265 + 0.005*860054 + 0.005*1473068 + 0.004*10591 + 0.004*1329843 + 0.004*1772969 + 0.004*1119121 + 0.004*770202 + 0.004*863481
INFO: 07/25/2015 02:47:23 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.008*197244 + 0.007*88982 + 0.006*1406380 + 0.006*330739 + 0.006*1026331 + 0.006*1975005
INFO: 07/25/2015 02:47:23 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*956746 + 0.005*803706 + 0.005*1474784 + 0.005*984065 + 0.004*473240 + 0.004*1774860 + 0.004*1989666 + 0.004*1271133
INFO: 07/25/2015 02:47:24 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.011*178443 + 0.009*1940707 + 0.007*466440 + 0.007*1726301 + 0.007*1630434 + 0.006*1669167 + 0.006*1464135 + 0.006*1440966
INFO: 07/25/2015 02:47:24 PM topic #6 (0.077): 0.019*860054 + 0.012*1677100 + 0.008*1826130 + 0.007*466423 + 0.006*200810 + 0.006*1324313 + 0.006*1451903 + 0.006*1589971 + 0.006*415312 + 0.006*473240
INFO: 07/25/2015 02:47:25 PM topic #7 (0.077): 0.020*1318581 + 0.008*860054 + 0.008*1900063 + 0.008*1945618 + 0.007*1943655 + 0.006*1527260 + 0.006*289435 + 0.006*1989087 + 0.005*1987332 + 0.005*782325
INFO: 07/25/2015 02:47:25 PM topic #8 (0.077): 0.018*1759863 + 0.015*333874 + 0.014*1439101 + 0.011*1440388 + 0.010*1936197 + 0.009*816951 + 0.009*1486115 + 0.008*782325 + 0.008*1963894 + 0.008*1088158
INFO: 07/25/2015 02:47:26 PM topic #9 (0.077): 0.013*1509063 + 0.013*860054 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1460163 + 0.007*1823059 + 0.006*1318581
INFO: 07/25/2015 02:47:26 PM topic #10 (0.077): 0.016*1318581 + 0.014*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*1474194 + 0.004*1858629 + 0.004*406416
INFO: 07/25/2015 02:47:27 PM topic #11 (0.077): 0.025*1531049 + 0.014*1582477 + 0.014*1677100 + 0.012*1932717 + 0.012*860054 + 0.012*1665890 + 0.009*1858629 + 0.009*1845872 + 0.009*244428 + 0.008*1719292
INFO: 07/25/2015 02:47:27 PM topic diff=0.152641, rho=0.138675
INFO: 07/25/2015 02:47:27 PM PROGRESS: pass 0, at document #106000/411828
DEBUG: 07/25/2015 02:47:27 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:47:49 PM 1310/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:47:49 PM updating topics
INFO: 07/25/2015 02:47:51 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:48:01 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.006*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*1776127 + 0.006*829470
INFO: 07/25/2015 02:48:02 PM topic #1 (0.077): 0.021*860054 + 0.006*1726301 + 0.006*1677495 + 0.006*138299 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1701890 + 0.004*1838526 + 0.004*1943663
INFO: 07/25/2015 02:48:02 PM topic #2 (0.077): 0.006*1412507 + 0.006*544265 + 0.005*860054 + 0.005*1473068 + 0.005*10591 + 0.004*1329843 + 0.004*1772969 + 0.004*770202 + 0.004*1119121 + 0.004*863481
INFO: 07/25/2015 02:48:03 PM topic #3 (0.077): 0.015*860054 + 0.012*1566164 + 0.011*1719292 + 0.010*1943655 + 0.007*197244 + 0.007*88982 + 0.006*1406380 + 0.006*330739 + 0.006*1026331 + 0.006*1975005
INFO: 07/25/2015 02:48:03 PM topic #4 (0.077): 0.013*1318581 + 0.011*860054 + 0.005*1474784 + 0.005*803706 + 0.005*956746 + 0.005*984065 + 0.004*1774860 + 0.004*1271133 + 0.004*473240 + 0.004*1989666
INFO: 07/25/2015 02:48:04 PM topic #5 (0.077): 0.019*860054 + 0.013*1719292 + 0.011*178443 + 0.008*1940707 + 0.007*466440 + 0.007*1630434 + 0.006*1669167 + 0.006*1726301 + 0.006*1440966 + 0.006*1432658
INFO: 07/25/2015 02:48:04 PM topic #6 (0.077): 0.019*860054 + 0.012*1677100 + 0.008*1826130 + 0.008*466423 + 0.006*1324313 + 0.006*200810 + 0.006*1451903 + 0.006*1589971 + 0.006*415312 + 0.006*473240
INFO: 07/25/2015 02:48:05 PM topic #7 (0.077): 0.020*1318581 + 0.008*860054 + 0.008*1945618 + 0.008*1900063 + 0.007*1943655 + 0.006*1527260 + 0.006*289435 + 0.006*1989087 + 0.005*1987332 + 0.005*1977545
INFO: 07/25/2015 02:48:05 PM topic #8 (0.077): 0.019*1759863 + 0.015*333874 + 0.015*1439101 + 0.012*1440388 + 0.011*1936197 + 0.009*816951 + 0.009*1486115 + 0.008*1963894 + 0.008*782325 + 0.008*1088158
INFO: 07/25/2015 02:48:06 PM topic #9 (0.077): 0.013*860054 + 0.013*1509063 + 0.012*1538229 + 0.009*289435 + 0.009*1544794 + 0.008*1026331 + 0.007*1684140 + 0.007*1823059 + 0.007*1460163 + 0.006*1318581
INFO: 07/25/2015 02:48:06 PM topic #10 (0.077): 0.016*1318581 + 0.014*860054 + 0.008*1402229 + 0.007*1222318 + 0.006*1695563 + 0.006*1641467 + 0.004*1544792 + 0.004*1474194 + 0.004*1858629 + 0.004*406416
INFO: 07/25/2015 02:48:07 PM topic #11 (0.077): 0.026*1531049 + 0.014*1582477 + 0.013*1677100 + 0.012*1932717 + 0.012*860054 + 0.012*1665890 + 0.010*1858629 + 0.009*1845872 + 0.009*244428 + 0.008*1719292
INFO: 07/25/2015 02:48:07 PM topic diff=0.157671, rho=0.137361
INFO: 07/25/2015 02:48:08 PM PROGRESS: pass 0, at document #108000/411828
DEBUG: 07/25/2015 02:48:08 PM performing inference on a chunk of 2000 documents
DEBUG: 07/25/2015 02:48:29 PM 1285/2000 documents converged within 50 iterations
DEBUG: 07/25/2015 02:48:29 PM updating topics
INFO: 07/25/2015 02:48:31 PM merging changes from 2000 documents into a model of 411828 documents
INFO: 07/25/2015 02:48:41 PM topic #0 (0.077): 0.012*860054 + 0.009*1719292 + 0.008*1614467 + 0.007*524785 + 0.007*319552 + 0.006*1474784 + 0.006*984065 + 0.006*1244439 + 0.006*1776127 + 0.006*829470
INFO: 07/25/2015 02:48:42 PM topic #1 (0.077): 0.021*860054 + 0.006*1677495 + 0.006*1726301 + 0.006*138299 + 0.005*1843814 + 0.005*984065 + 0.004*1964673 + 0.004*1088158 + 0.004*1701890 + 0.004*1838526
