articleID,acronym,correct_expansion,wrong_expansion2,isOneMoreConfident
19132105,MBP,myelin basic protein,mannan-binding protein,False
14724269,MBP,mannan-binding protein,myelin basic protein,True
19072222,MBP,myelin basic protein,mannan-binding protein,True
18543229,MBP,mannan-binding protein,myelin basic protein,False
19468823,MBP,myelin basic protein,mannan-binding protein,True
19178193,MBP,myelin basic protein,mannan-binding protein,True
19191913,MBP,myelin basic protein,mannan-binding protein,True
19017944,MBP,myelin basic protein,mannan-binding protein,True
9250932,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8855982,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
15842799,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8080684,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
7585453,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
7994660,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
7640085,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,False
19001805,MCC,Merkel cell carcinoma,mutated in colorectal carcinomas,True
8061582,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
1668888,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8402727,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8032525,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
9592312,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
9592313,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
18645305,MCC,Merkel cell carcinoma,mutated in colorectal carcinomas,True
8732100,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
12901725,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8071957,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,False
11776787,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
10605402,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
7947085,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
8943812,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
12901620,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
18219279,MCC,Merkel cell carcinoma,mutated in colorectal carcinomas,True
8108146,MCC,mutated in colorectal carcinomas,Merkel cell carcinoma,True
19177556,MHC,myosin heavy chains,major histocompatibility complex,True
20089178,MHC,major histocompatibility complex,myosin heavy chains,True
18798247,MHC,myosin heavy chains,major histocompatibility complex,True
19624800,MHC,major histocompatibility complex,myosin heavy chains,True
20004369,MHC,major histocompatibility complex,myosin heavy chains,False
19633717,MHC,major histocompatibility complex,myosin heavy chains,True
19322778,MHC,myosin heavy chains,major histocompatibility complex,True
19891747,MHC,major histocompatibility complex,myosin heavy chains,True
20062062,MHC,major histocompatibility complex,myosin heavy chains,True
19860679,MHC,major histocompatibility complex,myosin heavy chains,True
20347157,MHC,major histocompatibility complex,myosin heavy chains,True
19915060,MHC,major histocompatibility complex,myosin heavy chains,True
19901985,MHC,major histocompatibility complex,myosin heavy chains,True
20090908,MHC,major histocompatibility complex,myosin heavy chains,True
20300982,MHC,major histocompatibility complex,myosin heavy chains,True
19218519,MHC,myosin heavy chains,major histocompatibility complex,True
19282494,MHC,myosin heavy chains,major histocompatibility complex,True
19851445,MHC,major histocompatibility complex,myosin heavy chains,True
19651181,MHC,major histocompatibility complex,myosin heavy chains,True
19205846,MHC,myosin heavy chains,major histocompatibility complex,True
19684280,MHC,myosin heavy chains,major histocompatibility complex,True
18480046,MHC,myosin heavy chains,major histocompatibility complex,True
19395549,MHC,myosin heavy chains,major histocompatibility complex,True
19640970,MHC,major histocompatibility complex,myosin heavy chains,True
18787035,MHC,myosin heavy chains,major histocompatibility complex,True
20012395,MHC,major histocompatibility complex,myosin heavy chains,True
19864282,MHC,major histocompatibility complex,myosin heavy chains,True
18816601,MHC,myosin heavy chains,major histocompatibility complex,True
20347979,MHC,myosin heavy chains,major histocompatibility complex,True
19719404,MHC,major histocompatibility complex,myosin heavy chains,True
18535124,MHC,myosin heavy chains,major histocompatibility complex,True
19903780,MHC,major histocompatibility complex,myosin heavy chains,False
19720873,MHC,major histocompatibility complex,myosin heavy chains,True
19111326,MHC,myosin heavy chains,major histocompatibility complex,False
20035931,MHC,major histocompatibility complex,myosin heavy chains,True
20019647,MHC,major histocompatibility complex,myosin heavy chains,True
19768738,MHC,myosin heavy chains,major histocompatibility complex,True
19752118,MHC,myosin heavy chains,major histocompatibility complex,True
18463191,MHC,myosin heavy chains,major histocompatibility complex,True
18978449,MHC,myosin heavy chains,major histocompatibility complex,True
19234575,MHC,myosin heavy chains,major histocompatibility complex,True
19741092,MHC,major histocompatibility complex,myosin heavy chains,True
19369448,MHC,myosin heavy chains,major histocompatibility complex,True
19684093,MHC,myosin heavy chains,major histocompatibility complex,True
19623632,MHC,myosin heavy chains,major histocompatibility complex,True
19808674,MHC,major histocompatibility complex,myosin heavy chains,True
20409590,MHC,major histocompatibility complex,myosin heavy chains,True
19907296,MHC,major histocompatibility complex,myosin heavy chains,True
19830457,MHC,major histocompatibility complex,myosin heavy chains,True
20177343,MHC,major histocompatibility complex,myosin heavy chains,True
19955111,MRS,magnetic resonance spectroscopy,Melkersson-Rosenthal Syndrome,True
17969476,MRS,Melkersson-Rosenthal Syndrome,magnetic resonance spectroscopy,True
19901714,MRS,magnetic resonance spectroscopy,Melkersson-Rosenthal Syndrome,True
17891875,MRS,Melkersson-Rosenthal Syndrome,magnetic resonance spectroscopy,False
16877808,NBS,Nijmegen breakage syndrome,neuroblastomas,True
18788073,NBS,Nijmegen breakage syndrome,neuroblastomas,True
20167538,NBS,Nijmegen breakage syndrome,neuroblastomas,False
18937313,NBS,Nijmegen breakage syndrome,neuroblastomas,True
19601769,NPC,Niemann-Pick C1,nuclear pore complexes,True
17921694,NPC,Niemann-Pick C1,nuclear pore complexes,True
17314284,NPC,Niemann-Pick C1,nuclear pore complexes,True
17156101,NPC,Niemann-Pick C1,nuclear pore complexes,True
19730674,NPC,nuclear pore complexes,Niemann-Pick C1,True
19699313,NPC,Niemann-Pick C1,nuclear pore complexes,True
19540204,NPC,Niemann-Pick C1,nuclear pore complexes,True
20412078,NPC,Niemann-Pick C1,nuclear pore complexes,True
19900398,NPC,Niemann-Pick C1,nuclear pore complexes,True
19660552,NPC,Niemann-Pick C1,nuclear pore complexes,True
19939718,NPC,Niemann-Pick C1,nuclear pore complexes,True
17458880,NPC,Niemann-Pick C1,nuclear pore complexes,False
20132544,NPC,nuclear pore complexes,Niemann-Pick C1,True
18644787,NPC,Niemann-Pick C1,nuclear pore complexes,True
20212119,NPC,Niemann-Pick C1,nuclear pore complexes,True
18438776,NPC,Niemann-Pick C1,nuclear pore complexes,True
18782459,NPC,Niemann-Pick C1,nuclear pore complexes,True
18081003,NPC,Niemann-Pick C1,nuclear pore complexes,True
19819881,NPC,nuclear pore complexes,Niemann-Pick C1,False
19948501,NPC,Niemann-Pick C1,nuclear pore complexes,True
17705200,NPC,Niemann-Pick C1,nuclear pore complexes,True
17499483,NPC,Niemann-Pick C1,nuclear pore complexes,True
18778306,NPC,Niemann-Pick C1,nuclear pore complexes,True
18591368,NPC,Niemann-Pick C1,nuclear pore complexes,True
18790990,NPC,Niemann-Pick C1,nuclear pore complexes,True
17470133,NPC,Niemann-Pick C1,nuclear pore complexes,True
20153740,NPC,Niemann-Pick C1,nuclear pore complexes,True
19332999,NPC,Niemann-Pick C1,nuclear pore complexes,True
17183645,NPC,Niemann-Pick C1,nuclear pore complexes,True
16734766,NPC,Niemann-Pick C1,nuclear pore complexes,True
17683244,NPC,Niemann-Pick C1,nuclear pore complexes,True
18681838,NPC,Niemann-Pick C1,nuclear pore complexes,False
16797161,NPC,Niemann-Pick C1,nuclear pore complexes,True
18500759,NPC,Niemann-Pick C1,nuclear pore complexes,True
19472223,NPC,Niemann-Pick C1,nuclear pore complexes,True
20138836,NPC,Niemann-Pick C1,nuclear pore complexes,True
20213549,NPC,Niemann-Pick C1,nuclear pore complexes,True
19893049,NPC,Niemann-Pick C1,nuclear pore complexes,True
17611388,NPC,Niemann-Pick C1,nuclear pore complexes,True
18981471,NPC,nuclear pore complexes,Niemann-Pick C1,True
20007718,NPC,Niemann-Pick C1,nuclear pore complexes,True
18953351,NPC,Niemann-Pick C1,nuclear pore complexes,True
19074461,NPC,Niemann-Pick C1,nuclear pore complexes,True
19304740,OCD,osteochondritis dissecans,Obsessive-Compulsive Disorder,True
16048146,OCD,osteochondritis dissecans,Obsessive-Compulsive Disorder,False
19934996,OCD,Obsessive-Compulsive Disorder,osteochondritis dissecans,True
19138479,OCD,osteochondritis dissecans,Obsessive-Compulsive Disorder,False
20106536,OCD,Obsessive-Compulsive Disorder,osteochondritis dissecans,True
16179221,PAC,P1 artificial chromosomes,premature atrial contraction,True
19716589,PAF,platelet-activating factor,pure autonomic failure,True
8170565,PAF,pure autonomic failure,platelet-activating factor,True
20181231,PCA,principal-component analysis,patient controlled analgesia,True
19618674,PCA,patient controlled analgesia,principal-component analysis,False
20087373,PCA,principal-component analysis,patient controlled analgesia,False
18990261,PCA,patient controlled analgesia,principal-component analysis,False
19530742,PCA,patient controlled analgesia,principal-component analysis,False
18387547,PCA,posterior cerebral artery,patient controlled analgesia,True
19928504,PCA,patient controlled analgesia,posterior cerebral artery,True
20103154,PCA,principal-component analysis,passive cutaneous anaphylaxis,False
18551260,PCA,patient controlled analgesia,principal-component analysis,True
20019597,PCA,principal-component analysis,posterior cerebral artery,True
9730245,PCA,passive cutaneous anaphylaxis,principal-component analysis,True
20230047,PCA,principal-component analysis,passive cutaneous anaphylaxis,False
18717341,PCA,passive cutaneous anaphylaxis,posterior cerebral artery,True
20017167,PCA,principal-component analysis,patient controlled analgesia,True
20153225,PCA,principal-component analysis,para-chloroamphetamine,False
20056465,PCA,principal-component analysis,passive cutaneous anaphylaxis,True
20199987,PCA,principal-component analysis,patient controlled analgesia,True
18541691,PCA,patient controlled analgesia,principal-component analysis,True
20403632,PCA,principal-component analysis,patient controlled analgesia,False
20397396,PCA,principal-component analysis,passive cutaneous anaphylaxis,False
16452525,PCA,para-chloroamphetamine,principal-component analysis,False
19060653,PCA,patient controlled analgesia,principal-component analysis,False
18497348,PCA,posterior cerebral artery,para-chloroamphetamine,True
18997527,PCA,patient controlled analgesia,principal-component analysis,False
19016572,PCA,patient controlled analgesia,principal-component analysis,True
20012109,PCA,principal-component analysis,para-chloroamphetamine,False
20351978,PCA,patient controlled analgesia,principal-component analysis,True
20506827,PCA,principal-component analysis,para-chloroamphetamine,True
20184035,PCA,principal-component analysis,passive cutaneous anaphylaxis,True
20104493,PCA,principal-component analysis,patient controlled analgesia,True
9730244,PCA,passive cutaneous anaphylaxis,principal-component analysis,True
20051153,PCA,patient controlled analgesia,principal-component analysis,True
20146779,PCA,principal-component analysis,patient controlled analgesia,False
20220583,PCA,principal-component analysis,patient controlled analgesia,False
20122146,PCA,principal-component analysis,patient controlled analgesia,False
20185654,PCA,patient controlled analgesia,principal-component analysis,True
11211923,PCA,passive cutaneous anaphylaxis,para-chloroamphetamine,True
7001223,PCB,Procarbazine,polychlorinated biphenyls,False
16317293,PCB,Procarbazine,polychlorinated biphenyls,False
10735896,PCB,Procarbazine,polychlorinated biphenyls,True
20019899,PCB,polychlorinated biphenyls,Procarbazine,True
20037868,PCD,programmed cell death,Primary ciliary dyskinesia,False
19183964,PCP,psychotomimetic phencyclidine,pentachlorophenate,True
19697013,PCP,psychotomimetic phencyclidine,pentachlorophenate,True
18486366,PCP,pentachlorophenate,psychotomimetic phencyclidine,True
19805570,PCP,Pneumocystis pneumonia,pentachlorophenate,True
19410655,PCP,pentachlorophenate,psychotomimetic phencyclidine,True
18582491,PCP,psychotomimetic phencyclidine,pentachlorophenate,False
19152355,PCP,pentachlorophenate,psychotomimetic phencyclidine,False
18720672,PCP,psychotomimetic phencyclidine,Pneumocystis pneumonia,False
18991407,PCP,psychotomimetic phencyclidine,Pneumocystis pneumonia,True
18442007,PCP,Pneumocystis pneumonia,psychotomimetic phencyclidine,True
15170343,PEP,phosphoenolpyruvate,peplomycin,True
1709630,PEP,peplomycin,phosphoenolpyruvate,True
18491034,PEP,phosphoenolpyruvate,peplomycin,True
8185331,PEP,peplomycin,phosphoenolpyruvate,True
1723259,PEP,peplomycin,phosphoenolpyruvate,True
1706170,PEP,peplomycin,phosphoenolpyruvate,False
2473972,PEP,peplomycin,phosphoenolpyruvate,False
8841505,PEP,peplomycin,phosphoenolpyruvate,True
2415503,PEP,peplomycin,phosphoenolpyruvate,False
2430525,PEP,peplomycin,phosphoenolpyruvate,True
9254594,PEP,peplomycin,phosphoenolpyruvate,False
12118250,PHA,Pelger-Huet anomaly,phytohemagglutinin,False
19205021,PVC,polyvinyl chloride,Premature ventricular contractions,True
19272942,PVC,Premature ventricular contractions,polyvinyl chloride,True
19181755,PVC,polyvinyl chloride,Premature ventricular contractions,False
19721133,PVC,Premature ventricular contractions,polyvinyl chloride,False
19195768,PVC,Premature ventricular contractions,polyvinyl chloride,True
18713919,PVC,polyvinyl chloride,Premature ventricular contractions,False
18443859,PVC,polyvinyl chloride,Premature ventricular contractions,True
19416005,PVC,polyvinyl chloride,Premature ventricular contractions,True
14961790,PVC,Premature ventricular contractions,polyvinyl chloride,True
11555690,PVC,Premature ventricular contractions,polyvinyl chloride,True
20382605,RA,rheumatoid arthritis,refractory anemia,True
17188353,RA,refractory anemia,rheumatoid arthritis,True
20439289,RA,rheumatoid arthritis,refractory anemia,True
20346234,RA,rheumatoid arthritis,refractory anemia,True
20398020,RA,rheumatoid arthritis,refractory anemia,True
20398002,RA,rheumatoid arthritis,refractory anemia,True
20391513,RA,rheumatoid arthritis,refractory anemia,False
20378011,RA,rheumatoid arthritis,refractory anemia,True
20374348,RA,rheumatoid arthritis,refractory anemia,True
18241656,RA,refractory anemia,rheumatoid arthritis,True
20535785,RA,rheumatoid arthritis,refractory anemia,True
20345981,RA,rheumatoid arthritis,refractory anemia,True
11417482,RA,refractory anemia,rheumatoid arthritis,True
20391482,RA,rheumatoid arthritis,refractory anemia,False
18351340,RA,refractory anemia,rheumatoid arthritis,False
20444754,RA,rheumatoid arthritis,refractory anemia,True
20444755,RA,rheumatoid arthritis,refractory anemia,True
20367977,RA,rheumatoid arthritis,refractory anemia,True
20346242,RA,rheumatoid arthritis,refractory anemia,True
20436077,RA,rheumatoid arthritis,refractory anemia,True
12744749,RA,refractory anemia,rheumatoid arthritis,False
19595407,RSV,respiratory syncytial virus,Rous sarcoma virus,True
18206161,RSV,Rous sarcoma virus,respiratory syncytial virus,True
19444304,RSV,respiratory syncytial virus,Rous sarcoma virus,False
19507066,RSV,respiratory syncytial virus,Rous sarcoma virus,True
19446529,RSV,Rous sarcoma virus,respiratory syncytial virus,True
20102602,RSV,respiratory syncytial virus,Rous sarcoma virus,True
18057258,RSV,Rous sarcoma virus,respiratory syncytial virus,True
19502390,RSV,respiratory syncytial virus,Rous sarcoma virus,True
19544635,RSV,respiratory syncytial virus,Rous sarcoma virus,True
18064718,RSV,Rous sarcoma virus,respiratory syncytial virus,False
20098425,RSV,respiratory syncytial virus,Rous sarcoma virus,True
19776123,RSV,respiratory syncytial virus,Rous sarcoma virus,True
18768972,RSV,Rous sarcoma virus,respiratory syncytial virus,True
18468873,RSV,Rous sarcoma virus,respiratory syncytial virus,True
18401344,RSV,Rous sarcoma virus,respiratory syncytial virus,True
19853694,SCD,Sudden cardiac death,sickle cell disease,True
19912048,SCD,sickle cell disease,Sudden cardiac death,True
19463119,SCD,Sudden cardiac death,sickle cell disease,False
20417344,SCD,Sudden cardiac death,sickle cell disease,True
19602160,SCD,Sudden cardiac death,sickle cell disease,True
19602166,SCD,Sudden cardiac death,sickle cell disease,True
19775299,SCD,sickle cell disease,Sudden cardiac death,True
20089483,SCD,Sudden cardiac death,sickle cell disease,True
20001619,SCD,sickle cell disease,Sudden cardiac death,False
19880071,SCD,Sudden cardiac death,sickle cell disease,True
19734497,SCD,Sudden cardiac death,sickle cell disease,True
20196976,SCD,Sudden cardiac death,sickle cell disease,True
20331960,SCD,sickle cell disease,Sudden cardiac death,True
19144665,SCD,Sudden cardiac death,sickle cell disease,True
20173269,SCD,sickle cell disease,Sudden cardiac death,True
19359720,SCD,Sudden cardiac death,sickle cell disease,True
20022343,SCD,sickle cell disease,Sudden cardiac death,True
20135701,SCD,sickle cell disease,Sudden cardiac death,False
20102864,SCD,Sudden cardiac death,sickle cell disease,True
19822218,SCD,sickle cell disease,Sudden cardiac death,True
20047134,SCD,Sudden cardiac death,sickle cell disease,True
20099768,SCD,sickle cell disease,Sudden cardiac death,True
20029950,SCD,sickle cell disease,Sudden cardiac death,False
20116638,SCD,sickle cell disease,Sudden cardiac death,True
19962576,SCD,sickle cell disease,Sudden cardiac death,True
19617226,SCD,Sudden cardiac death,sickle cell disease,True
19167272,SCD,Sudden cardiac death,sickle cell disease,True
19602156,SCD,Sudden cardiac death,sickle cell disease,True
19520557,SCD,Sudden cardiac death,sickle cell disease,True
19903897,SCD,sickle cell disease,Sudden cardiac death,True
20375931,SCD,Sudden cardiac death,sickle cell disease,True
20158132,SCD,sickle cell disease,Sudden cardiac death,True
19408839,SCD,Sudden cardiac death,sickle cell disease,True
20331952,SCD,sickle cell disease,Sudden cardiac death,True
19902523,SCD,sickle cell disease,Sudden cardiac death,True
19687159,SCD,Sudden cardiac death,sickle cell disease,True
19188705,SCD,Sudden cardiac death,sickle cell disease,False
20194891,SCD,sickle cell disease,Sudden cardiac death,True
19827138,SCD,sickle cell disease,Sudden cardiac death,True
19425347,SCD,Sudden cardiac death,sickle cell disease,True
20331958,SCD,sickle cell disease,Sudden cardiac death,True
20331955,SCD,sickle cell disease,Sudden cardiac death,True
20331957,SCD,sickle cell disease,Sudden cardiac death,True
19734500,SCD,Sudden cardiac death,sickle cell disease,True
20370779,SCD,sickle cell disease,Sudden cardiac death,True
19901189,SCD,Sudden cardiac death,sickle cell disease,True
20173433,SCD,sickle cell disease,Sudden cardiac death,True
19787790,SCD,sickle cell disease,Sudden cardiac death,True
20049931,SCD,sickle cell disease,Sudden cardiac death,True
19819341,SCD,sickle cell disease,Sudden cardiac death,True
19564966,SCD,Sudden cardiac death,sickle cell disease,True
20100764,SCD,sickle cell disease,Sudden cardiac death,True
19589116,SCD,Sudden cardiac death,sickle cell disease,True
10543638,SLS,Sjogren-Larsson syndrome,sodium-lauryl-sulphate,True
15110319,SLS,Sjogren-Larsson syndrome,sodium-lauryl-sulphate,True
16927642,SLS,Sjogren-Larsson syndrome,sodium-lauryl-sulphate,True
11378890,SLS,Sjogren-Larsson syndrome,sodium-lauryl-sulphate,True
17576237,SLS,sodium-lauryl-sulphate,Sjogren-Larsson syndrome,True
1283362,SPR,substance P receptor,Surface Plasmon Resonance,True
20044245,SPR,Surface Plasmon Resonance,substance P receptor,False
11292655,SPR,substance P receptor,Surface Plasmon Resonance,True
19903492,SPR,Surface Plasmon Resonance,substance P receptor,True
1281755,SPR,substance P receptor,Surface Plasmon Resonance,True
10890254,SS,Synovial sarcoma,Sweet's syndrome,False
19472813,SS,Synovial sarcoma,Sweet's syndrome,True
18555039,SS,Synovial sarcoma,Sweet's syndrome,True
15148101,SS,Sweet's syndrome,Synovial sarcoma,False
17576331,SS,Sweet's syndrome,Synovial sarcoma,True
18367418,SS,Synovial sarcoma,Sweet's syndrome,True
17980783,SS,Synovial sarcoma,Sweet's syndrome,False
9843005,SS,Sweet's syndrome,Synovial sarcoma,True
18390387,SS,Synovial sarcoma,Sweet's syndrome,True
16164716,SS,Sweet's syndrome,Synovial sarcoma,True
9061658,SS,Sweet's syndrome,Synovial sarcoma,False
17426076,SS,Sweet's syndrome,Synovial sarcoma,False
19038320,TAT,Trans-Activation of Transcription,tyrosine aminotransferase,False
18812201,TAT,Trans-Activation of Transcription,tyrosine aminotransferase,False
18366791,TAT,Trans-Activation of Transcription,tyrosine aminotransferase,False
19059290,TAT,Trans-Activation of Transcription,tyrosine aminotransferase,False
20187576,TEM,transmission electron microscopy,triethylene melamine,True
20352846,TEM,transmission electron microscopy,triethylene melamine,True
20085569,TEM,transmission electron microscopy,triethylene melamine,False
162283,TEM,triethylene melamine,transmission electron microscopy,True
20398382,TEM,transmission electron microscopy,triethylene melamine,True
895756,TEM,triethylene melamine,transmission electron microscopy,False
20207730,TEM,transmission electron microscopy,triethylene melamine,True
20355703,TEM,transmission electron microscopy,triethylene melamine,True
20049986,TEM,transmission electron microscopy,triethylene melamine,True
20055368,TEM,transmission electron microscopy,triethylene melamine,True
13881598,TEM,triethylene melamine,transmission electron microscopy,False
20206920,TEM,transmission electron microscopy,triethylene melamine,False
14051500,TEM,triethylene melamine,transmission electron microscopy,False
20361517,TEM,transmission electron microscopy,triethylene melamine,False
8525468,TEM,triethylene melamine,transmission electron microscopy,True
20355599,TEM,transmission electron microscopy,triethylene melamine,True
20205275,TEM,transmission electron microscopy,triethylene melamine,False
20149613,TEM,transmission electron microscopy,triethylene melamine,True
14117587,TEM,triethylene melamine,transmission electron microscopy,True
20409218,TEM,transmission electron microscopy,triethylene melamine,True
20364237,TEM,transmission electron microscopy,triethylene melamine,True
7371798,TEM,triethylene melamine,transmission electron microscopy,True
20146511,TEM,transmission electron microscopy,triethylene melamine,True
20133056,TEM,transmission electron microscopy,triethylene melamine,True
20175145,TEM,transmission electron microscopy,triethylene melamine,False
20367054,TEM,transmission electron microscopy,triethylene melamine,True
14340162,TEM,triethylene melamine,transmission electron microscopy,True
20097547,TEM,transmission electron microscopy,triethylene melamine,True
20043934,TEM,transmission electron microscopy,triethylene melamine,False
20356566,TEM,transmission electron microscopy,triethylene melamine,True
440324,TEM,triethylene melamine,transmission electron microscopy,False
20384335,TEM,transmission electron microscopy,triethylene melamine,True
20047512,TLC,thin layer chromatography,total lung capacity,True
19876858,TLC,thin layer chromatography,total lung capacity,True
19609886,TLC,thin layer chromatography,total lung capacity,True
19740471,TLC,thin layer chromatography,total lung capacity,False
19762032,TLC,thin layer chromatography,total lung capacity,True
20480894,TLC,thin layer chromatography,total lung capacity,True
17690147,TLC,total lung capacity,thin layer chromatography,True
15766905,TLC,total lung capacity,thin layer chromatography,True
19565706,TLC,thin layer chromatography,total lung capacity,True
12009782,TNC,tenascin-C,troponin C,True
19181384,TNC,tenascin-C,troponin C,False
18793269,TNC,tenascin-C,troponin C,False
17703232,TNC,tenascin-C,troponin C,False
19596991,TNC,tenascin-C,troponin C,True
18481903,TNT,trinitrotoluene,troponin T,True
18839246,TNT,trinitrotoluene,troponin T,True
18419183,TNT,trinitrotoluene,troponin T,False
18627355,TNT,trinitrotoluene,troponin T,False
18755196,TNT,trinitrotoluene,troponin T,True
19703349,TPA,12-O-tetradecanoylphorbol-13-acetate,Tissue plasminogen activator,True
19243353,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
19317837,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
20036902,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
18927530,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
18357391,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,True
17709379,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
19952225,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,False
18753991,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
18685814,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
17547680,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,False
19080142,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
18819233,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,True
19262084,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
18203013,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
20101889,TPO,thyroperoxidase,thrombocytopoiesis-stimulating factor,True
19143871,TPO,thrombocytopoiesis-stimulating factor,thyroperoxidase,False
6798119,TRF,T-replacing factor,thyrotropin-releasing factor,True
405206,TRF,thyrotropin-releasing factor,T-replacing factor,True
224551,TRF,thyrotropin-releasing factor,T-replacing factor,True
112398,TRF,thyrotropin-releasing factor,T-replacing factor,True
805741,TRF,thyrotropin-releasing factor,T-replacing factor,True
6425400,TRF,T-replacing factor,thyrotropin-releasing factor,False
4201417,TRF,thyrotropin-releasing factor,T-replacing factor,True
3703869,TSF,thrombocytopoiesis-stimulating factor,T-cell-suppressor factor,True
7227478,TSF,thrombocytopoiesis-stimulating factor,T-cell-suppressor factor,True
6981521,TSF,thrombocytopoiesis-stimulating factor,T-cell-suppressor factor,True
2199204,TSF,thrombocytopoiesis-stimulating factor,T-cell-suppressor factor,True
10441203,WBS,Williams-Beuren syndrome,Wiedemann-Beckwith syndrome,True
2764022,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
3987723,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
9781904,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
3044795,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
8092184,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
7909196,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
18824871,WBS,Williams-Beuren syndrome,Wiedemann-Beckwith syndrome,False
1356785,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
1356784,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
1897573,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
7625447,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
11190824,WBS,Williams-Beuren syndrome,Wiedemann-Beckwith syndrome,True
10425618,WBS,Williams-Beuren syndrome,Wiedemann-Beckwith syndrome,True
3376993,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
1609847,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
1609846,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
11746041,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
1642813,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
7541608,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
10710224,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
1973721,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
9724341,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
8741870,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
3019515,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
2539717,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,True
2389800,WBS,Wiedemann-Beckwith syndrome,Williams-Beuren syndrome,False
