INFO: 4044 08/03/2015 10:07:57 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 5464 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 4772 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 6540 08/03/2015 10:08:00 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 4772 08/03/2015 10:08:01 PM filtering articles with None
INFO: 4772 08/03/2015 10:08:01 PM removing test articles from articleDB
INFO: 4772 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 5464 08/03/2015 10:08:02 PM filtering articles with None
INFO: 6540 08/03/2015 10:08:02 PM filtering articles with None
INFO: 5464 08/03/2015 10:08:02 PM removing test articles from articleDB
INFO: 5464 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 6540 08/03/2015 10:08:02 PM removing test articles from articleDB
INFO: 6540 08/03/2015 10:08:02 PM correcting acronymDB
INFO: 4772 08/03/2015 10:08:02 PM verifying training dataset
INFO: 5464 08/03/2015 10:08:02 PM verifying training dataset
INFO: 6540 08/03/2015 10:08:03 PM verifying training dataset
INFO: 4772 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 4772 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 4772 08/03/2015 10:08:19 PM evaluating test performance
INFO: 6540 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 6540 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 6540 08/03/2015 10:08:19 PM evaluating test performance
INFO: 5464 08/03/2015 10:08:19 PM TFIDF vectorizer loaded
INFO: 5464 08/03/2015 10:08:19 PM Expander_SVC loaded
INFO: 5464 08/03/2015 10:08:19 PM evaluating test performance
DEBUG: 6540 08/03/2015 10:08:23 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5464 08/03/2015 10:40:17 PM Expansion matching succeeded: melkersson-rosenthal syndrome, melkersson rosenthal syndrome
DEBUG: 5464 08/03/2015 10:40:27 PM Expansion matching failed: dopamine transporters, da transporter
DEBUG: 4772 08/03/2015 10:40:35 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 5464 08/03/2015 10:40:39 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5464 08/03/2015 10:40:41 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenia
DEBUG: 5464 08/03/2015 10:40:42 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 4772 08/03/2015 10:40:43 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 5464 08/03/2015 10:40:46 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:40:52 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 5464 08/03/2015 10:41:00 PM Expansion matching succeeded: principal-component analysis, principal components analysis
DEBUG: 5464 08/03/2015 10:41:03 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 4772 08/03/2015 10:41:13 PM Expansion matching failed: thin layer chromatography, thin-layer chromatography
DEBUG: 5464 08/03/2015 10:41:20 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 4772 08/03/2015 10:41:20 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 6540 08/03/2015 10:41:21 PM Expansion matching failed: mannan-binding protein, myelin basic protein
DEBUG: 4772 08/03/2015 10:41:31 PM Expansion matching succeeded: thyrotropin-releasing factor, thyrotropin releasing factor
DEBUG: 4772 08/03/2015 10:41:33 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 4772 08/03/2015 10:41:43 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 4772 08/03/2015 10:41:53 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenia
DEBUG: 4772 08/03/2015 10:42:03 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5464 08/03/2015 10:42:06 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 4772 08/03/2015 10:42:16 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:42:18 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 6540 08/03/2015 10:42:19 PM Expansion matching failed: macrophage activating factor, macrophage-activating-factor
DEBUG: 6540 08/03/2015 10:42:21 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 6540 08/03/2015 10:42:44 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:42:58 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 4772 08/03/2015 10:43:00 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:43:04 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6540 08/03/2015 10:43:04 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:43:17 PM Expansion matching failed: hermansky-pudlak syndrome, hermanky-pudlak syndrome
DEBUG: 5464 08/03/2015 10:43:19 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 4772 08/03/2015 10:43:19 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 5464 08/03/2015 10:43:21 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 6540 08/03/2015 10:43:24 PM Expansion matching succeeded: phytohemagglutinin, phytohaemagglutinin
DEBUG: 4772 08/03/2015 10:43:27 PM Expansion matching failed: mannan-binding protein, maltose-binding protein
DEBUG: 5464 08/03/2015 10:43:32 PM Expansion matching failed: anti-lymphocyte serum, antilymphocytic serum
DEBUG: 4772 08/03/2015 10:43:33 PM Expansion matching failed: para-chloroamphetamine, parachloroamphetamine
DEBUG: 6540 08/03/2015 10:43:33 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5464 08/03/2015 10:43:40 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5464 08/03/2015 10:43:53 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 6540 08/03/2015 10:43:54 PM Expansion matching failed: diaminodiphenyl sulfone, diaminodiphenyl sulphone
DEBUG: 6540 08/03/2015 10:43:56 PM Expansion matching failed: mannan-binding protein, mannose-binding protein
DEBUG: 5464 08/03/2015 10:43:57 PM Expansion matching succeeded: principal-component analysis, principal components analysis
DEBUG: 5464 08/03/2015 10:44:01 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5464 08/03/2015 10:44:07 PM Expansion matching succeeded: capillary leak syndrome, capillary leakage syndrome
DEBUG: 4772 08/03/2015 10:44:23 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 5464 08/03/2015 10:44:28 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 6540 08/03/2015 10:44:31 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 6540 08/03/2015 10:44:33 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 4772 08/03/2015 10:44:40 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenia
DEBUG: 5464 08/03/2015 10:44:44 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 5464 08/03/2015 10:44:46 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:45:03 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 4772 08/03/2015 10:45:08 PM Expansion matching succeeded: pneumocystis pneumonia, pneumocysis pneumonia
DEBUG: 4772 08/03/2015 10:45:10 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 5464 08/03/2015 10:45:15 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 5464 08/03/2015 10:45:16 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 6540 08/03/2015 10:45:17 PM Expansion matching failed: patient controlled analgesia, principal-component analysis
DEBUG: 5464 08/03/2015 10:45:20 PM Expansion matching failed: microinjection, merkel cell carcinoma
DEBUG: 4772 08/03/2015 10:45:31 PM Expansion matching failed: thin layer chromatography, thin-layer chromatography
DEBUG: 5464 08/03/2015 10:45:40 PM Expansion matching failed: event-related potentials, early event-related potential
DEBUG: 6540 08/03/2015 10:45:40 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5464 08/03/2015 10:45:44 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 4772 08/03/2015 10:45:53 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 6540 08/03/2015 10:45:55 PM Expansion matching succeeded: osteochondritis dissecans, osteochondrosis dissecans
DEBUG: 5464 08/03/2015 10:46:00 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6540 08/03/2015 10:46:03 PM Expansion matching succeeded: automatic data-processing, automatic data processing
DEBUG: 4772 08/03/2015 10:46:17 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 4772 08/03/2015 10:46:32 PM Expansion matching failed: patient controlled analgesia, principal-component analysis
DEBUG: 6540 08/03/2015 10:46:34 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 4772 08/03/2015 10:46:40 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6540 08/03/2015 10:46:41 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 5464 08/03/2015 10:46:43 PM Expansion matching failed: and phospho, adenosine diphosphate
DEBUG: 5464 08/03/2015 10:46:46 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 6540 08/03/2015 10:46:48 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5464 08/03/2015 10:47:06 PM Expansion matching succeeded: fatty acid synthase, fatty acid synthetase
ERROR: 4772 08/03/2015 10:47:12 PM Total articles: 1239, skipped: 0
INFO: 6524 08/03/2015 10:47:14 PM detected Windows; aliasing chunkize to chunkize_serial
ERROR: 6540 08/03/2015 10:47:17 PM Total articles: 1239, skipped: 0
INFO: 6524 08/03/2015 10:47:17 PM filtering articles with None
INFO: 6524 08/03/2015 10:47:18 PM removing test articles from articleDB
INFO: 6524 08/03/2015 10:47:18 PM correcting acronymDB
INFO: 864 08/03/2015 10:47:19 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 6524 08/03/2015 10:47:19 PM verifying training dataset
DEBUG: 5464 08/03/2015 10:47:20 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
INFO: 864 08/03/2015 10:47:22 PM filtering articles with None
INFO: 864 08/03/2015 10:47:22 PM removing test articles from articleDB
INFO: 864 08/03/2015 10:47:22 PM correcting acronymDB
INFO: 864 08/03/2015 10:47:23 PM verifying training dataset
ERROR: 5464 08/03/2015 10:47:28 PM Total articles: 1239, skipped: 0
INFO: 5116 08/03/2015 10:47:30 PM detected Windows; aliasing chunkize to chunkize_serial
INFO: 5116 08/03/2015 10:47:33 PM filtering articles with None
INFO: 5116 08/03/2015 10:47:33 PM removing test articles from articleDB
INFO: 5116 08/03/2015 10:47:33 PM correcting acronymDB
INFO: 5116 08/03/2015 10:47:35 PM verifying training dataset
INFO: 6524 08/03/2015 10:47:48 PM TFIDF vectorizer loaded
INFO: 6524 08/03/2015 10:47:48 PM Expander_SVC loaded
INFO: 6524 08/03/2015 10:47:48 PM evaluating test performance
INFO: 864 08/03/2015 10:47:51 PM TFIDF vectorizer loaded
INFO: 864 08/03/2015 10:47:51 PM Expander_SVC loaded
INFO: 864 08/03/2015 10:47:51 PM evaluating test performance
INFO: 5116 08/03/2015 10:48:04 PM TFIDF vectorizer loaded
INFO: 5116 08/03/2015 10:48:04 PM Expander_SVC loaded
INFO: 5116 08/03/2015 10:48:04 PM evaluating test performance
DEBUG: 864 08/03/2015 10:48:11 PM Expansion matching failed: melkersson-rosenthal syndrome, melkersson-rosenthal
DEBUG: 6524 08/03/2015 10:48:16 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 864 08/03/2015 10:48:19 PM Expansion matching failed: anti-lymphocyte serum, and antilymphocyte serum
DEBUG: 6524 08/03/2015 10:48:21 PM Expansion matching failed: bleomycin, bloom
DEBUG: 864 08/03/2015 10:48:33 PM Expansion matching failed: thyroperoxidase, thyroid peroxidase
DEBUG: 6524 08/03/2015 10:48:38 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 864 08/03/2015 10:48:45 PM Expansion matching failed: congenital dyserythropoietic anemias, congenital dyserythropoietic anaemia
DEBUG: 6524 08/03/2015 10:48:46 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 6524 08/03/2015 10:48:59 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 5116 08/03/2015 10:49:00 PM Expansion matching failed: premature ventricular contractions, premature ventricular complexes
DEBUG: 864 08/03/2015 10:49:04 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 864 08/03/2015 10:49:08 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 5116 08/03/2015 10:49:09 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 5116 08/03/2015 10:49:13 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5116 08/03/2015 10:49:17 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 5116 08/03/2015 10:49:19 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 6524 08/03/2015 10:49:19 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 864 08/03/2015 10:49:22 PM Expansion matching failed: topical application, tetradecanoyl phorbol-13-acetate
DEBUG: 6524 08/03/2015 10:49:28 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 6524 08/03/2015 10:49:30 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 864 08/03/2015 10:49:34 PM Expansion matching succeeded: obsessive-compulsive disorder, obsessive compulsive disorder
DEBUG: 6524 08/03/2015 10:49:34 PM Expansion matching succeeded: premature ventricular contractions, premature ventricular contraction
DEBUG: 5116 08/03/2015 10:49:35 PM Expansion matching failed: thyroperoxidase, thyroid peroxidase
DEBUG: 6524 08/03/2015 10:49:37 PM Expansion matching failed: microinjection, mutated in colorectal cancer
DEBUG: 864 08/03/2015 10:49:40 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6524 08/03/2015 10:49:41 PM Expansion matching failed: event-related potentials, event-related potential
DEBUG: 6524 08/03/2015 10:49:43 PM Expansion matching failed: principal-component analysis, para-chloroamphetamine
DEBUG: 864 08/03/2015 10:49:51 PM Expansion matching failed: topical application, tetradecanoyl phorbol-13-acetate
DEBUG: 6524 08/03/2015 10:49:55 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 864 08/03/2015 10:49:55 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 6524 08/03/2015 10:50:02 PM Expansion matching failed: event-related potentials, event-related potential
DEBUG: 5116 08/03/2015 10:50:09 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5116 08/03/2015 10:50:14 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 6524 08/03/2015 10:50:15 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 5116 08/03/2015 10:50:16 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 864 08/03/2015 10:50:24 PM Expansion matching succeeded: posterior cerebral artery, posterior cerebral arteries
DEBUG: 6524 08/03/2015 10:50:26 PM Expansion matching succeeded: diamond-blackfan anemia, diamond blackfan anemia
DEBUG: 5116 08/03/2015 10:50:30 PM Expansion matching failed: thin layer chromatography, thin-layer chromatography
DEBUG: 864 08/03/2015 10:50:30 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5116 08/03/2015 10:50:36 PM Expansion matching succeeded: phytohemagglutinin, phytohaemagglutinin
DEBUG: 6524 08/03/2015 10:50:44 PM Expansion matching failed: breast self examination, breast self-examinations
DEBUG: 6524 08/03/2015 10:50:51 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 5116 08/03/2015 10:50:52 PM Expansion matching failed: inosine triphosphate, idiopathic thrombocytopenic purpura
DEBUG: 6524 08/03/2015 10:50:53 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 864 08/03/2015 10:51:08 PM Expansion matching failed: anti-lymphocyte serum, amyotrophic lateral sclerosis
DEBUG: 6524 08/03/2015 10:51:11 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 5116 08/03/2015 10:51:12 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 864 08/03/2015 10:51:12 PM Expansion matching failed: t-replacing factor, thyrotropin-releasing factor
DEBUG: 6524 08/03/2015 10:51:16 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5116 08/03/2015 10:51:20 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis-stimulating factor
DEBUG: 6524 08/03/2015 10:51:37 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 5116 08/03/2015 10:51:42 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 864 08/03/2015 10:51:42 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 5116 08/03/2015 10:51:49 PM Expansion matching failed: thin layer chromatography, thin-layer chromatography
DEBUG: 864 08/03/2015 10:51:50 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 5116 08/03/2015 10:51:55 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 864 08/03/2015 10:51:59 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 6524 08/03/2015 10:52:14 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5116 08/03/2015 10:52:16 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 6524 08/03/2015 10:52:18 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 6524 08/03/2015 10:52:26 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5116 08/03/2015 10:52:45 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 6524 08/03/2015 10:52:46 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6524 08/03/2015 10:52:48 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 5116 08/03/2015 10:52:56 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5116 08/03/2015 10:52:58 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenia
DEBUG: 5116 08/03/2015 10:53:00 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 864 08/03/2015 10:53:03 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 5116 08/03/2015 10:53:03 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 864 08/03/2015 10:53:20 PM Expansion matching failed: cis-platinum diammine dichloride, cis-platinum dichloride
DEBUG: 864 08/03/2015 10:53:24 PM Expansion matching succeeded: tissue plasminogen activator, tissue-type plasminogen activator
DEBUG: 6524 08/03/2015 10:53:27 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5116 08/03/2015 10:53:30 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 864 08/03/2015 10:53:34 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis-stimulating factor
DEBUG: 5116 08/03/2015 10:53:37 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 864 08/03/2015 10:53:39 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5116 08/03/2015 10:53:52 PM Expansion matching failed: patient controlled analgesia, patient-controlled anesthesia
DEBUG: 5116 08/03/2015 10:53:54 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 864 08/03/2015 10:54:05 PM Expansion matching succeeded: endoscopic retrograde pancreatography, endoscopic retrograde pancreaticography
DEBUG: 864 08/03/2015 10:54:16 PM Expansion matching failed: diaminodiphenyl sulfone, diaminodiphenyl sulphone
DEBUG: 6524 08/03/2015 10:54:23 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 5116 08/03/2015 10:54:31 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 864 08/03/2015 10:54:33 PM Expansion matching failed: event-related potentials, event-related potential
DEBUG: 864 08/03/2015 10:54:41 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 5116 08/03/2015 10:54:44 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 6524 08/03/2015 10:54:44 PM Expansion matching failed: myosin heavy chains, myosin heavy-chain
DEBUG: 5116 08/03/2015 10:54:46 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5116 08/03/2015 10:54:50 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 5116 08/03/2015 10:54:52 PM Expansion matching succeeded: sodium-lauryl-sulphate, sodium lauryl sulphate
DEBUG: 864 08/03/2015 10:54:54 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 864 08/03/2015 10:54:56 PM Expansion matching failed: topical application, tetradecanoyl phorbol-13-acetate
DEBUG: 5116 08/03/2015 10:55:01 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6524 08/03/2015 10:55:05 PM Expansion matching failed: mannan-binding protein, mannose-binding protein
DEBUG: 5116 08/03/2015 10:55:11 PM Expansion matching succeeded: polychlorinated biphenyls, polychlorinated biphenyl
DEBUG: 5116 08/03/2015 10:55:17 PM Expansion matching failed: bloom, bleomycin
DEBUG: 6524 08/03/2015 10:55:24 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6524 08/03/2015 10:55:30 PM Expansion matching failed: corticotrophin-releasing factor, corticotropin-releasing factor
DEBUG: 6524 08/03/2015 10:55:33 PM Expansion matching succeeded: premature ventricular contractions, premature ventricular contraction
DEBUG: 6524 08/03/2015 10:55:35 PM Expansion matching succeeded: congenital dyserythropoietic anemias, congenital dyserythropoietic anemia
DEBUG: 864 08/03/2015 10:55:49 PM Expansion matching failed: anti-lymphocyte serum, antilymphocyte serum
DEBUG: 5116 08/03/2015 10:55:52 PM Expansion matching failed: body surface area, between body surface area
DEBUG: 5116 08/03/2015 10:55:56 PM Expansion matching failed: polyvinyl chloride, plasticized polyvinyl chloride
DEBUG: 5116 08/03/2015 10:56:00 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 6524 08/03/2015 10:56:08 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6524 08/03/2015 10:56:16 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 864 08/03/2015 10:56:19 PM Expansion matching failed: patient controlled analgesia, patient-controlled analgesia
DEBUG: 864 08/03/2015 10:56:24 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 864 08/03/2015 10:56:27 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 864 08/03/2015 10:56:37 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 5116 08/03/2015 10:56:55 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis-stimulating factor
DEBUG: 5116 08/03/2015 10:57:07 PM Expansion matching succeeded: myosin heavy chains, myosin heavy chain
DEBUG: 5116 08/03/2015 10:57:09 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6524 08/03/2015 10:57:10 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 5116 08/03/2015 10:57:15 PM Expansion matching failed: thrombopoietin, thrombocytopoiesis-stimulating factor
DEBUG: 6524 08/03/2015 10:57:20 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 864 08/03/2015 10:57:30 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6524 08/03/2015 10:57:47 PM Expansion matching failed: cleidocranial dysplasia, causes cleidocranial dysplasia
DEBUG: 864 08/03/2015 10:57:49 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 864 08/03/2015 10:57:53 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 6524 08/03/2015 10:57:57 PM Expansion matching succeeded: trimethylpsoralen, trimethoprim
DEBUG: 864 08/03/2015 10:58:01 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 5116 08/03/2015 10:58:01 PM Expansion matching failed: macrophage activating factor, macrophage-activating factor
DEBUG: 5116 08/03/2015 10:58:06 PM Expansion matching failed: topical application, tetradecanoylphorbol-13-acetate
DEBUG: 864 08/03/2015 10:58:07 PM Expansion matching succeeded: nuclear pore complexes, nuclear pore complex
DEBUG: 6524 08/03/2015 10:58:19 PM Expansion matching failed: mannan-binding protein, myelin basic protein
DEBUG: 6524 08/03/2015 10:58:38 PM Expansion matching failed: mannan-binding protein, myelin basic protein
DEBUG: 6524 08/03/2015 10:58:40 PM Expansion matching succeeded: complementarity-determining region, complementarity determining region
DEBUG: 864 08/03/2015 10:58:43 PM Expansion matching succeeded: dopamine transporters, dopamine transporter
DEBUG: 5116 08/03/2015 10:58:44 PM Expansion matching failed: sodium-lauryl-sulphate, sodium lauryl sulfate
DEBUG: 6524 08/03/2015 10:58:44 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 5116 08/03/2015 10:58:47 PM Expansion matching succeeded: platelet-activating factor, platelet activating factor
DEBUG: 6524 08/03/2015 10:58:48 PM Expansion matching failed: breast self examination, breast self-examination
DEBUG: 6524 08/03/2015 10:58:54 PM Expansion matching succeeded: corticotrophin-releasing factor, corticotropin releasing factor
DEBUG: 6524 08/03/2015 10:59:04 PM Expansion matching succeeded: principal-component analysis, principal component analysis
DEBUG: 5116 08/03/2015 10:59:05 PM Expansion matching failed: diaminodiphenyl sulfone, diaminodiphenylsulfone
DEBUG: 5116 08/03/2015 10:59:09 PM Expansion matching failed: event-related potentials, event-related potential
DEBUG: 864 08/03/2015 10:59:09 PM Expansion matching succeeded: principal-component analysis, principal components analysis
DEBUG: 6524 08/03/2015 10:59:16 PM Expansion matching succeeded: pentachlorophenate, pentachlorophenol
DEBUG: 6524 08/03/2015 10:59:20 PM Expansion matching succeeded: posterior cerebral artery, posterior cerebral arteries
DEBUG: 6524 08/03/2015 10:59:24 PM Expansion matching failed: thyroperoxidase, thyroid-peroxidase antibody
DEBUG: 864 08/03/2015 10:59:24 PM Expansion matching failed: idiopathic thrombocytopenic purpura, immune thrombocytopenic purpura
DEBUG: 6524 08/03/2015 10:59:27 PM Expansion matching failed: melkersson-rosenthal syndrome, melkerrson-rosenthal syndrome
